id,tweet
7979,We have the best #deals & new phones! Let us get you #beach ready! #MyrtleBeach #airpods are here! #UnlimitedPlus #iPhoneX #halfoff #addaline extended! #FlashbackFriday #BeExtraordinary #smallbiz #SmallBusiness #Customerobsessed #Motivated #FridayFeeling #PositiveVibes pic.twitter.com/7Bj0S3EV3A
7980,Anyone happen to know where I can get an Xbox one or PS4 #Sony #Microsoft #stock the fucking stores
7981,Maza #me #friend #tiago #maza #apple @ Apple Bs As https://instagram.com/p/7A6FtXOMvM/
7982,"#PlayStation 4 by #Sony http://www.amazon.com/gp/product/B00BGA9WK2?ie=UTF8&camp=213733&creative=393177&creativeASIN=B00BGA9WK2&linkCode=shr&tag=httpstwitter.comlindsaytweets1-20&qid=1361743291&sr=8-1&keywords=playstation+4 … via @amazon I , #movies, #sports, #music, #gaming, #youtube! #Shopping! xxoo M"
7983,New phone whoop whoop #sony #ericson #z1compact #white #yay #new #phone http://instagram.com/p/tDT58wl5tT/
7984,iRobot // #vsco #vscogood #vscocam #igers #minimal #robot #art #vscomood #vscoonly #vscooptic #iphone #heart …pic.twitter.com/1obPe7wHjJ
7985,Want to love match with your iPhone?? Buy LoveMatcher http://itun.es/iFy9WZ #iPhone
7986,#intagram #intalove #house #birds # bird #sun #ohana #hastags #iphone #iphonesia #vicio #instagood #su http://instagr.am/p/PKPtDJltc3/
7987,"Cool, play store. You can work now that I'm not tryna get MCHG for free. #samsung #droid"
7988,@snm244 letsss hope its not even more broken this time #macbookpro #apple @kc_kelleher
7989,#badportfolio Fix it Here. A best outlook #Website create more viewer... https://goo.gl/RGNqXo #jobs #business #sales #economy #marketing #socialmedia #iphone #ipad #DigitalMarketing #SMM #portfolio #outsourcing #onlinebusinesspic.twitter.com/qzlBXed0zr
7990,That fact that I can't get my phone till 2 days<<<
7991,Watchception #amazing #beautiful #nature #photo #art #nyc #summer #sun #fashion #travel #photooftheday #fun #photography #instagood #instamood #nike #apple #bestofthedaypic.twitter.com/I5DsQJPiKE
7992,Finally a phone! #family #parents #phone #apple #iphone #amen #christmas http://instagram.com/p/iWPlsOkqSG/
7993,"@ellencope22 NOPE, I had to do it manually this morning, after I missed my class"
7994,My phone Siri is a super freak! Lol #iphone #apple #phoneporn #instagram #fun http://instagram.com/p/b7NrxyMjps/
7995,Ha! Screw you iTunes I will not be defeated when you get rid of my library!
7996,Playing some #gravityrush on my #sony #psvita. Fun game. #instagamer #retrocollective… https://www.instagram.com/p/BBNXBumkhMI/
7997,so excited to see my @michellewes4L and get my #iphone tomorrow:)
7998,"Zebra ""LOVE"" for your #iPad & #iPhone http://bit.ly/n70dJl Get FREE economy shipping on $50 orders Use Code... http://ff.im/-HPXva"
7999,"#iPhone users, are you looking for this #Valentines day? Well, your search is over ;) Try #MyVirtualGirlfriend! http://itunes.apple.com/app/myvirtualgirlfriend/id369849199 …"
8000,My phone fucking sucks and is broken after only 6 months #apple #iphone
8001,This $&@*# happy af he just got his #galaxy4 ! @MickJaggaMusic Lol #samsung #nofilter http://instagram.com/p/bPB2gpEdwW/
8002,"Let's make a laptop that has no ventilation, substandard parts, and encase it in plastic/metal. why'd I buy this again?#greatidea"
8003,Block Story - http://greenrobot-apps.net/215-block-story-izumitelnyy-kubichnyy-mir.html … #Андроид #Android #Games #News #IOS #Apple #iPhone
8004,This siri commercial cracks me up. Siri sucks ass. Lolol #Snort #SamsungBaby
8005,$18.00 Ray Ban RB4125 Cats 5000 Brown https://tinyurl.com/yag2udsk #good #mood #mirror #mirrorvideo #me #life #instagram #toptags #instalike #like #follow #sing #singer #singing #music #nike #kipsta #legea #iphonex #raybanpic.twitter.com/WTsdTjebE7
8006,"#Apple, why the $&@*# you didn't create a wireless charger for iPhone? I've to charge it again and again."
8007,10Pcs Exquisite Squishy Random Charm in http://ebay.to/2yI9MR7 #iPhone Straps #Toys Decor #free #shop #style #sales #today #giveawaypic.twitter.com/Lxo2qAY7Jo
8008,Thank you Aurelio and Tess for the pasalubongs. #samsung #live #laugh #switzerland #paris… http://instagram.com/p/gkCeeuBHHc/
8009,Happy Fathers Day!! #fathersday #balloons #balloon #beer #today #sunday #iphone #iphonex #massachusetts https://ift.tt/2I0BY24 pic.twitter.com/1ma1R7ZApv
8010,Just got a @fordmustang and an #iPhone my life #thankyou mom and dad #winning
8011,"The #Prophet as a #Husband . #iphone : http://ift.tt/2boR0kb #android : http://ift.tt/2aSURcJ #kindle #Book September 19, 2016 …"
8012,"Awww come on #Apple, how badly can you #SUCK when it comes to #Airfoil Speakers Touch. For shame, for shame. #fail #badhosts cc @RogueAmoeba"
8013,My wonderful husband just bought me the new #iphone as an early anniversary present. He is the BEST! Love that man. :)
8014,[NEW PHOTO] “So close no matter how far...” by @BigHajjar 500px.com/photo/1555856 via @500px #photography #France #iPhone
8015,@RobbieKnox what about ants who can lift many times their own bodyweight? Reduces a lion to a pussy.
8016,How the $&@*# can #apple be so fucking retarded? Updated my phone and it deletes ALL music but leaves apps and ringtones intact? !!
8017,Sometimes I read my tweets from earlier and $&@*# auto correct sucks asshole #apple
8018,"Djuice just shipped my new 3GS. 44 days after I placed the order. Almost forgot about it. Still full price, though. Bleh."
8019,Don't get me wrong I my iPhone but if I hear the words #verizon & #iPhone in the same sentence one more time.....
8020,Like the freaking update says it only takes up 1.1GB...$&@*# APPLE!? #Apple
8021,#Apple is trying to ban all #HTC phones from the U.S... low blow and completely out of fear of losing to android. #Apple
8022,"Until next Thurs 6pm ""Who's on your Love Shopping List"" http://ask.fm/LSLLoveAdvice #DrAndrew #Relationships #Dating #iPhone"
8023,@JDStudiosuk: The new iphone6minipadnano pic leak #apple #iphone #iphone6 #iphone7 #sun #pretty #girls #cutepic.twitter.com/SZR0BElrXc
8024,Why are apples phones so amazing but there chargers are pieces of $&@*# !? #apple #chargers
8025,There are 6 #Apple stores in the nation that have the grey #iPhone6plus in stock. Six. All #Sprint. #crap http://www.seaturtle.org/idevice/iphone6_grid.shtml …
8026,Why can't there by just one universal plug? Can't there be just USB plug in?
8027,Well my contacts on my phone are gone ... Don't know what to do :( #apple #upgrade
8028,Small town brooklyn gal moving to the BIG APPLE today!!! #smile #joy #manhattan #big #apple #broadwaypic.twitter.com/MP9plrUnUb
8029,Johnny Depp In Good Spirits In… http://dlvr.it/LQj6P2 #news #photography #fashion #health #fail #tech #ipad #iphone #funny #lol
8030,Miss you all pensilmedia & @samsung_id #pensilmedia #samsung #team #good #day #holiday… https://instagram.com/p/-NPrI5vryc/
8031,Isnt an iPad mini just an iPod? Same $&@*# thing. #Ripoffs
8032,Hope this fit just right ;) #silicon #case #samsung #galaxy #note2 #rubber #paulfrank #hotpink #cute http://instagr.am/p/SP35-Eo27P/
8033,This is the life #home #alone #munchies #apple #juice #doritos #dip #winegums AND #chocolate #yum http://instagr.am/p/UrQ1bCGg-3/
8034,#samsung #note3 #sketch #Stitch #doodle is finally #DONE ! #cute #disney http://instagram.com/p/qDfbSZATHT/
8035,@badkidpaul when is the new update out babe? I'm so ragin got my iphone5 3 weeks ago and now there's a new one
8036,Iphone7 #EPIC #ＦＯＬＬＯＷ #F4F #Apple #iPhone6 #iphone7 #HURRY #monday #hastags #toohip @APPLEOFFIClALpic.twitter.com/dUBNw20Adr
8037,Welcome home iphone7plus . What a beast! #apple #iphone @Apple thank you @Flipkart for the quick delivery . pic.twitter.com/OuaJa6TUZs
8038,New Charging dock been waiting for ages sooooo happy!!! #samsung #chargingdock #new http://instagram.com/p/jTt9tNtt8K/
8039,Six new caps named in All Blacks… http://dlvr.it/LQktkT #news #photography #fashion #health #fail #tech #ipad #iphone #funny #lol
8040,My phone just deleted all of my contacts for the 3rd time in 3 weeks...
8041,Who's up for SHAVING with a cellphone? #bluetooth #jeremytryit2 #oppo #influencer #microsoft #htc #digitalinfluencer #rugged #sony #oneplus #huawei #nokia #instagood #smartphone #lg #technology #apple #motorola #google #shockproof #samsung #techpic.twitter.com/4V02W0MzZI
8042,“@madiann14: I left my apartment an hour and 5 minutes ago and my battery is already on 75%. I WANT MY DROID BACK. ”#ShitNoOneSays
8043,How could you not #APPLE... for the smallest issue they just gave me a new #iPhone...APPLE!
8044,"We would like to wish you an amazing day! Make every minute count #tls #today #iphone #accessories #news #life November 30, 2014 at..."
8045,I found this treasure in my house Encontré este tesoro en mi casa #gaming #sony #ps2 #gow… https://www.instagram.com/p/BfPm2a1hguR/
8046,"Programmers' Day ! Let's deliver #unicorns , have #juicy #standups & a brand new #iphoneX ! coding #allthebestpic.twitter.com/ESRPsJhtrg"
8047,Stuck with my iPhone 4!!!:((( have no numbers or anything. Apple are dickheads!!! #apple #shit
8048,Why does autocorrect hate me? #fuckyou #autocorrect #peiceof$&@*# #appleproducts #apple #iphone
8049,Just deleted half of my phone.. but still can't update.. #thankyou #iphone #apple #noupdate
8050,I absolutely HATE replacing broken things because nothing is the same again. #nomusic #noapps #wasteofmoney #whydidifixmyphone
8051,"Dear #Apple you fucking suck!!! Really not impressed, #iphone broke won't let me restore it or anything, fuck you #error #1015"
8052,Who would have thought that muting an Apple device doesn't mute the sound. Great feature!?!
8053,"The war between Apple and Android has ended for me, Android has won over my heart! #Apple #android #Peace #phonepic.twitter.com/790KV9U0cb"
8054,I'm back! #apple #iphone #iphone5c #white #note #girl #new #comeback #samsung #instagram http://instagram.com/p/f9Go_UtCqt/
8055,"Woooo apple store in Rundle Mall lol jks burn, burn it to the ground! #crapple"
8056,"Hey Guys! Look Apple-iPhone-7-Plus-256GB-Black-Unlocked http://zpr.io/6EdnM #money #today #life #amazon #birthday #sale #android #windows #nokia #samsung #iphone #phone #smartphone #motorola #offers #bestprice Jul 31, 2018 10:00PM"
8057,Attempt of a group photo #family #friends #beauty #fun #cuties #iphone #iphoneisa #foreveryoung… http://instagr.am/p/VkKQyWSYKa/
8058,Happy birthday Beyoncé #worldtour #GetMeBodied #amazing #BdayBey #apple #diva #instagood #insta http://instagr.am/p/PKbzJ4QGIO/
8059,I'm definitely fucken #sick #$&@*# #aha #blahh #crazyeyes #danielle #forreal #girl #iphone… http://instagram.com/p/tK1LuoLZo0/
8060,My son cok adit #kids #instago #idinstagram #iphonesia #iphoneography #popular #iphone #instagram #babies # http://instagr.am/p/Q_CTl/
8061,Ready for Hipster Valentine Stickers? #blogger #iphone #ios10 #texting #imessageapp #imessagesticker #emojis https://itunes.apple.com/us/app/hipster-valentine/id1182214857?mt=8 …
8062,Happy new phone day to me :-D #gotmynewphone #samsung #galaxys6edge #vodafone https://instagram.com/p/1aIdgRSe_L/
8063,Who's ready for a long bus ride? Not me. *Thanks iPod*
8064,FIXED! $80 for a new hard drive & free help from the #Apple store for all the rest! My 5 yr old MacBook is working like new again!
8065,i would take more pictures if my iPhone camera wouldn't suck so bad iphone
8066,“@WeeShanksy: Stupid shitty hateful phone has been completely wiped #gutted #angry #irritated #annoyed #hateiphones”
8067,Criminal Couple @wendyseptiansyh #couple #mate #iphone #iphone4s #relationship #igers #webstagram #ins http://instagr.am/p/IuWrE4RTm6/
8068,So this has been my day... #ios7 #apple #you #iphone http://instagram.com/p/ebQsTfinUj/
8069,"Reconciliation, no we won’t be making up. I’ll do whatever to get you out of my system . #art is the #apple of my #eye . #smile #artshow #handsome #model #beard #beardgang… https://www.instagram.com/p/Bk6lEusFJue/?utm_source=ig_twitter_share&igshid=1nnxsnz0kgov6 …"
8070,Apple iPhone X - 256GB - Silver AT&T A1901 GSM Brand New http://zpr.io/6PSxm http://zpr.io/66PJk #florida #money #today #life #twitch #retweet #twitter #birthday #sale #android #windows #nokia #samsung #iphone #phone #smartphone #motorola #lg #sony #offers #bestpr
8071,"I love this! PS4 1, XBOX 0 Lol #sony #ps4 #tornado #washintontornado #storm #funny #cool http://instagram.com/p/g9kduDHMK2/"
8072,Good morning! #myself #me #summer #hot #sunny #morning #work ly lyday #iphone… http://instagram.com/p/dyifkEgR2x/
8073,And i didnt recieve any texts while my phone was dead #okay apple
8074,Love that I can catch up no matter where I am; always have reading material at my fingertips #iPhone
8075,Being crazy is a born talent and I'm a master of it #crazy #selfies #samsung #timespic.twitter.com/hnVbH7gDtZ
8076,"Byebye HTC, Welcome Sony  #Newphone #sony #xperia #z1 #xperiaz1 http://instagram.com/p/fsNPqKsEVs/"
8077,Photo: #quotes #instagood #insta$&@*# #sexy #weed #iphone #cute #kicks #summer #lol #fresh #picoftheday... http://tmblr.co/Z0yp6vX397_o
8078,Start up... #flight #sunrise #sun #sunset #airplane #work #sony #dslr #photography https://www.instagram.com/p/BA_vOYOGkV8/
8079,Love you max :) it withwhatihave #ipad #ipod #iphone #ipadcase #ipodcase… http://instagram.com/p/XZhBtXL3V2/
8080,Stupid phone! Now won't log into FaceTime or send iMessages @EE any bright ideas? #ios92 #customercomplaint
8081,"2 Dean's Lister #average and 1.00 sa #calculus , #finally I have my #reward . I got it already. #Samsung #ThankYou so much. :)"
8082,Being told I have to pay for a new charger .. Yeah okay #apple
8083,I #Matilda - #bulldog #pets #animal #terrace #beautiful #iphonography #igers #iphone #pics @ Tbs Crew http://instagr.am/p/MaZ1POG0QL/
8084,"Hi friends, this is a new puzzle, please retweet -/:) #Gamasutra #androidgames #iPhone #gamedesign #puzzle #art pic.twitter.com/MKMozEZsMz"
8085,Samsung 128GB EVO plus 100MB/s MicroSD SDXC UHS-I Cl$&@*# 10 Memory Card + Adapter PRICE 39 £ FREE DELIVERY UK #zone #buy & #sell #storage #card #samsung #128gb #used and #new #best #price #top #getpaid Best Price VIBER & WHATSAPP #onlineshop #customers #ukpic.twitter.com/v1tCHjeQ0p
8086,"#fuckyou #Apple RT @faboomama: @blogdiva Yep. They let my (white) husband take the same kids inside, though. *bitchlips*"
8087,"I've never had an iThing so am not at all interested in what a certain fruit has to say today, or indeed any day. #Apple #EULA"
8088,Lovin this pic #black #and #white #samsung #galaxySIII #girls #picture #fun #instaframe #cuties http://instagram.com/p/YBWBgfjpBQ/
8089,Dad has found vine #weird #haha #funny #iphone #comedy #bbq #summer #hilarious #friend #likeforlaugh ... https://vine.co/v/hmFXDJ3lTFL
8090,Seriously. All my contacts but a random 48. And none of them have numbers. I'm so livid.
8091,An apple a day keeps the doctor away. #eat #apple #life #live #healthy #lebanon #beirut… http://instagram.com/p/x168MCzCbc/
8092,Say hi to my green eyes! #newlook #green #eyes #me #ebony #instamoment #instagood #instagram #samsung http://instagr.am/p/SJEFFpSgnP/
8093,LOVE! <3 #like #iphone #instagram #my #phone #look #cute #that #guy #he #so #sweet #swe # http://instagr.am/p/NXDSTzl3Wy/
8094,Got invite Monday evening and received @oneplus before noon today! Excellent service! Amazing gadget! #oneplus
8095,Thank you for another day to dream big and work on it! #ExploreWithUs #mondaymotivation #Hyperlapse #worksmart #work #dream #dreambig #big #goodtimes #goodvibes #fun #enjoy #explore #travel #seetheworld #chance #Samsung #samsungs8pic.twitter.com/rcoCGQWEKz
8096,ReallyReal w #Photobooth for #iphone #ipad #Dating http://reallyreal.com/ #college #sorority #single zpic.twitter.com/sscHUGHeSb
8097,"Rage On! #Samsung Galaxy http://wp.me/p2VdW8-3A I #Sports #Finance #Music, #YouTube, #Facebook #BlackBerry10 #Shopping! xxoo M"
8098,going to attempt to put 2.1 on my #cliqxt. and yes #motorola
8099,"@BULLY_DOGG @twitter ah, are you on an #Apple #Device? Cuz it could be that, since #Apple and #iDevices so hard"
8100,Welcome #samsung #galaxy #note3 #family #group #telephone #gmail #selfie ;)) http://instagram.com/p/mfwV3ZhzVq/
8101,"#Apple adding S to the 5, paint it yellow and adds useless fingerprint scanner. If #BlackBerry did this, FREAKSHOW! #BB10 #Z10"
8102,RT @youngthan: @missmelony got dat. Theres an app for viewing flash websites :-)... Anything else?<-- really? Hmm I still lol
8103,I don't want to download a new iTunes just cuz I downloaded new software on my phone.. I hate new iTunes!
8104,"Child hit outside school, rushed to… http://dlvr.it/LyR67W #news #photography #fashion #health #fail #tech #ipad #iphone #funny #lol"
8105,F L O W #photooftheday #instadaily #picoftheday #instagood #instagram #igers #flow #madcoolfestival #bestoftheday #music #me #girl #iphonex #summer #like4like #follow… https://www.instagram.com/p/BlKzy2glwti/?utm_source=ig_twitter_share&igshid=w4knchc10o0q …
8106,Me in kitchen #joeytheakita #smile #hungry #kitchen #bigeyes #video #iphonex #akita #akitai... #yooyinghttps://www.yooying.com/p/1841761418607506430 …
8107,I just wish my phone would send text messages to my boyfriend. Feeling so lonely :( iPhone
8108,16 days till I get a new phone . . . . #samsung trashy $&@*# phone I've had for 2 years .
8109,Maybe I can eat an apple like #SnowWhite and sleep to have a happily ever after ? #depressed #depression #PHOTOS #Photographie #style #mentalhealth #mentalillness #MenToo #GirlTalkZA #sleep #TheEnd #TimesUp #Apple #deadpic.twitter.com/hfoqSXer4K
8110,RT @RyanThisWayy: … thats better ._. #improvement #better #temple #run #templerun #game #apple #store #lol ... http://bit.ly/Vlboad
8111,The #iPhone8 may actually come with #Apple's #best #accessory http://on.mash.to/2ppIlmh #iPhone 8 could make #audiophiles very pic.twitter.com/Jb1j2Hdx6p
8112,"Cant decide whether to buy a mac air or not, the design is luring me but can i cope with locked down locked in apple mentaaalness"
8113,Nothing like #MSPaint to get your point across. #iphone #4s #iloveyou #apple http://instagr.am/p/SK26fFmvTk/
8114,Dearest boy you make my heart beat fast. #women #sexy #photography #beauty #iphone... http://dlvr.it/12mgLt http://bit.ly/96sEH9
8115,Woo hoo! Happy girl! Thank u Samsung! #samsung #products #are #thebest #allsmiles https://www.instagram.com/p/BaW2EJQhrpU/
8116,Lates video #youtube #subscribe #daily #vlogs #twitch #gaming #fun #ps4 #xbox #sony #games #xbox #MobileGame https://youtu.be/sBSjGdhsq9s
8117,This brightens up my mood!!!! Yeah!!! Thanks!!!!! @lovingdaydream #earpods #apple http://instagram.com/p/b59AVtnNOI/
8118,SICKO MODE Thank you @aLaMode_AEL @DONOTLICKTHEART . . . . . . . . . . . . . . . #portrait #happiness #portraiture #fashion #portrait #art #sony #portraitmood #captureone… https://www.instagram.com/p/BmKL5qTBf6S/?utm_source=ig_twitter_share&igshid=5fbr4gimzdnm …
8119,I REALLY love my new #iPhone cover by kekacase #kekacase #phonelove #cover #collage #art #licensing http://instagram.com/p/jSJxeika5B/
8120,Burayidi Weekly News 1/29/18 Apples and Oranges (Link in bio) #burayidiweeklynews #news #cnn #nbc #cbs #fox #newsanchor #newspaper #newyorktimes #washingtonpost #comedy #laugh #jokes #fun #instagood #instadaily #apple #orange #fruit #like4like #me #followmepic.twitter.com/akhert3bPj
8121,"Being #silly. Enjoying my apple... an #apple a day, keeps the #doctor away... #smiling … http://instagram.com/p/Z5iOw0qptA/"
8122,Me and mama got our new phoNe ;) #samsung #grand #s4 #instagoOd #igdaily #hapPy #mama #me … http://instagram.com/p/atWqqcAuKY/
8123,Vol.1 out on bandcamp: http://bigkoops.bandcamp.com/album/vol-1 - - - - - - #newmusic #drake #pushaT #phonk #trill #hiphop #rap #memphis #1996 #action #music #capcom #strider #666 #lilpump #sega #Nintendo #sony #koops #RIPXXX
8124,#Learn to #maths #sums with #Ibbleobble! http://bit.ly/2owKbmX #Educational #maths #Games #kids #Children #Kindergarten #School #Schools #Preschool #homeschool #homeschooling #iPad #iPhone #AppleTV #IndieDev #PlaySchool #learning #LearnMaths #numbers #FridayFeelingpic.twitter.com/mnNQHMJF1M
8125,Do you agree? https://youtu.be/gXsmZdsS__0 #TheJoker #Joker #Batman #TheDarkKnight #Satire #Bullies #StandUpForComedy #BadParenting #PeterRabbit #Sony @youtube <3
8126,What was the point of going to grad school when all of my work is now gone #computerproblems #annoyed
8127,sundaysongbook #sundaymotivation #SundayMorning #sundaymood https://itunes.apple.com/app/id1033024421 … … … #Nature #iPhone7Plus #IPAD #Appstore #iphone
8128,Still #blooming in all it's #prettiness #flowers #roses #iphone #ig #iphonography #mothersday http://instagr.am/p/KoE7frigsz/
8129,"Just got a new phone today, samsung galaxy s7 the finger print scanner is really snappy to unlock #samsung #galaxy #s7"
8130,This is very important! Asihttp kicks but for posting data from #iPhone I repeat i love Asihttp #mobile #shipit !
8131,Love my new phonecase cover <3 #i #android #phonecase #samsung #girl http://instagr.am/p/Jz1kpzIRrz/
8132,Ever since I got ios8 my phone has had so many glitches apple
8133,Photo: Photography artist. #not #reversed #Thursday #Mac #wacom #apple #FTW http://tmblr.co/ZiiB1w1dsdgQJ
8134,The happiest guys in the world ! @SulimanAllahou #moment #ps4 #sony #playstation #playstation4 http://instagram.com/p/gwRj5huirv/
8135,I like the #iPhoneX but it's a bit to small I like big phones #iPhoneX #x #iPhone #apple #applestore #Samsung #smallphones #big
